,budget,popularity,revenue,vote_average,vote_count,title,genre,production_company,Cluster
64,178000000,139.272042,543934787.0,6.4,4721.0,X-Men: Apocalypse,Science Fiction,Twentieth Century Fox Film Corporation,1
65,185000000,187.322927,1004558444.0,8.2,12002.0,The Dark Knight,Drama,DC Comics,1
66,175000000,92.201962,735099082.0,7.7,6870.0,Up,Animation,Pixar Animation Studios,1
67,175000000,36.167578,381509870.0,6.0,1423.0,Monsters vs Aliens,Animation,DreamWorks Animation,1
68,140000000,120.725053,585174222.0,7.4,8776.0,Iron Man,Action,Marvel Studios,1
69,170000000,32.319043,185770160.0,7.0,2141.0,Hugo,Adventure,Paramount Pictures,1
70,170000000,40.748915,222104681.0,5.1,1020.0,Wild Wild West,Action,"Todman, Simon, LeMasters Productions",1
71,145000000,60.034162,401128639.0,5.2,1387.0,The Mummy: Tomb of the Dragon Emperor,Adventure,Universal Pictures,1
72,175000000,90.23792,745000000.0,5.9,7458.0,Suicide Squad,Action,DC Comics,4
73,175000000,27.082182,173000000.0,5.3,1151.0,Evan Almighty,Fantasy,Columbia Pictures,3
74,178000000,79.456485,370541256.0,7.6,4858.0,Edge of Tomorrow,Action,Village Roadshow Pictures,1
75,175000000,44.640292,264218220.0,5.9,992.0,Waterworld,Adventure,Universal Pictures,3
76,175000000,32.852443,302469017.0,5.6,1962.0,G.I. Joe: The Rise of Cobra,Adventure,Paramount Pictures,1
77,175000000,128.655964,857611174.0,8.0,6560.0,Inside Out,Drama,Walt Disney Pictures,1
78,175000000,94.199316,966550600.0,6.7,2892.0,The Jungle Book,Family,Walt Disney Pictures,1
79,200000000,77.300194,623933331.0,6.6,6849.0,Iron Man 2,Adventure,Marvel Studios,3
80,170000000,77.178973,396600000.0,5.8,3118.0,Snow White and the Huntsman,Adventure,Universal Pictures,3
81,180000000,110.620647,758539785.0,7.0,4496.0,Maleficent,Fantasy,Walt Disney Pictures,4
82,170000000,243.791743,710644566.0,7.3,4410.0,Dawn of the Planet of the Apes,Science Fiction,Ingenious Media,3
83,27000000,2.418535,0.0,4.8,34.0,The Lovers,Action,Corsan,1
84,175000000,41.796339,150962475.0,5.9,1326.0,47 Ronin,Drama,Mid Atlantic Films,3
85,170000000,72.225265,714766572.0,7.6,5764.0,Captain America: The Winter Soldier,Action,Marvel Studios,1
86,165000000,44.041186,752600867.0,6.0,1959.0,Shrek Forever After,Comedy,DreamWorks Animation,3
87,190000000,130.311355,209154322.0,6.2,2846.0,Tomorrowland,Adventure,Walt Disney Pictures,4
88,165000000,203.73459,652105443.0,7.8,6135.0,Big Hero 6,Adventure,Walt Disney Pictures,1
89,165000000,62.341073,471222889.0,7.1,4570.0,Wreck-It Ralph,Family,Walt Disney Animation Studios,2
90,165000000,47.323228,305875730.0,6.4,1474.0,The Polar Express,Adventure,Golden Mean,4
91,165000000,48.775723,389681935.0,4.9,2491.0,Independence Day: Resurgence,Action,Twentieth Century Fox Film Corporation,0
92,165000000,67.263269,494878759.0,7.5,4227.0,How to Train Your Dragon,Fantasy,DreamWorks Animation,1
93,200000000,69.405188,435000000.0,5.9,2143.0,Terminator 3: Rise of the Machines,Action,Columbia Pictures,3
94,170000000,481.098624,773328629.0,7.9,9742.0,Guardians of the Galaxy,Action,Marvel Studios,1
95,165000000,724.247784,675120017.0,8.1,10867.0,Interstellar,Adventure,Paramount Pictures,3
96,160000000,167.58371,825532764.0,8.1,13752.0,Inception,Action,Legendary Pictures,3
97,15000000,9.476999,77000000.0,6.5,143.0,Shin Godzilla,Action,Cine Bazar,3
98,250000000,108.849621,1021103568.0,7.0,8297.0,The Hobbit: An Unexpected Journey,Adventure,WingNut Films,3
99,38000000,6.909942,207283925.0,6.6,3428.0,The Fast and the Furious,Action,Universal Pictures,3
100,150000000,60.269279,333932083.0,7.3,3292.0,The Curious Case of Benjamin Button,Fantasy,Paramount Pictures,3
101,160000000,3.195174,353624124.0,7.1,5181.0,X-Men: First Class,Action,Ingenious Film Partners,1
102,160000000,127.284427,653428261.0,6.6,3984.0,The Hunger Games: Mockingjay - Part 2,Action,Studio Babelsberg,3
103,150000000,35.580815,215283742.0,5.8,1470.0,The Sorcerer's Apprentice,Fantasy,Walt Disney Pictures,3
104,160000000,21.133748,181674817.0,5.5,583.0,Poseidon,Adventure,Virtual Studios,4
105,170000000,56.268916,299370084.0,6.5,1725.0,Alice Through the Looking Glass,Fantasy,Walt Disney Pictures,3
106,160000000,42.986467,798958165.0,6.0,2278.0,Shrek the Third,Fantasy,DreamWorks SKG,0
107,160000000,63.148529,433677183.0,6.3,2268.0,Warcraft,Action,Universal Pictures,1
108,155000000,202.042635,440603537.0,5.8,3631.0,Terminator Genisys,Science Fiction,Paramount Pictures,1
109,155000000,49.661984,415686217.0,6.2,1514.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure,Dune Entertainment,1
110,140000000,34.20669,449220945.0,6.6,1791.0,Pearl Harbor,History,Jerry Bruckheimer Films,3
111,150000000,25.468493,709709780.0,6.6,4040.0,Transformers,Adventure,Paramount Pictures,3
112,155000000,39.019229,167298192.0,5.6,927.0,Alexander,War,France 3 Cinéma,1
113,150000000,78.144395,938212738.0,7.4,5494.0,Harry Potter and the Order of the Phoenix,Adventure,Warner Bros.,1
114,150000000,101.250416,895921036.0,7.5,5608.0,Harry Potter and the Goblet of Fire,Adventure,Patalex IV Productions Limited,4
115,150000000,56.758411,624029371.0,6.2,2961.0,Hancock,Fantasy,Columbia Pictures,3
116,150000000,70.867401,585349010.0,6.9,4853.0,I Am Legend,Drama,Village Roadshow Pictures,4
117,150000000,53.905592,474968763.0,6.7,3624.0,Charlie and the Chocolate Factory,Adventure,Village Roadshow Pictures,1
118,150000000,65.677399,623722818.0,7.5,4369.0,Ratatouille,Animation,Walt Disney Pictures,4
119,150000000,115.040024,374218673.0,7.5,7359.0,Batman Begins,Action,DC Comics,1
120,150000000,44.141021,603900354.0,6.2,1810.0,Madagascar: Escape 2 Africa,Family,DreamWorks Animation,4
121,150000000,81.781591,413106170.0,5.9,1971.0,Night at the Museum: Battle of the Smithsonian,Adventure,Twentieth Century Fox Film Corporation,1
122,150000000,5.954334,373062864.0,6.2,4021.0,X-Men Origins: Wolverine,Adventure,Ingenious Film Partners,3
123,150000000,73.313918,424988211.0,6.4,3096.0,The Matrix Revolutions,Adventure,Village Roadshow Pictures,3
124,150000000,165.125366,1274219009.0,7.3,5295.0,Frozen,Animation,Walt Disney Pictures,4
125,150000000,70.78591,738599701.0,6.7,3443.0,The Matrix Reloaded,Adventure,Village Roadshow Pictures,1
126,170000000,99.499595,644571402.0,6.8,4755.0,Thor: The Dark World,Action,Marvel Studios,3
127,150000000,434.278564,378858340.0,7.2,9427.0,Mad Max: Fury Road,Action,Village Roadshow Pictures,3
128,150000000,67.447636,356613439.0,6.5,2129.0,Angels & Demons,Thriller,Columbia Pictures,3
129,150000000,86.493424,449326618.0,6.6,6525.0,Thor,Adventure,Marvel Studios,1
130,150000000,41.845878,309979994.0,6.3,1750.0,Bolt,Animation,Walt Disney Animation Studios,4
131,150000000,26.710398,292817841.0,5.1,510.0,G-Force,Fantasy,Walt Disney Pictures,3
132,150000000,44.927635,301000000.0,5.5,1431.0,Wrath of the Titans,Adventure,Legendary Pictures,3
133,150000000,50.306728,245527149.0,5.7,2320.0,Dark Shadows,Comedy,Village Roadshow Pictures,3
134,150000000,114.522237,682330139.0,7.1,3224.0,Mission: Impossible - Rogue Nation,Action,Paramount Pictures,0
135,150000000,21.214571,0.0,5.5,549.0,The Wolfman,Drama,Universal Pictures,3
136,150000000,29.332905,287594577.0,5.7,1171.0,Bee Movie,Family,Pacific Data Images (PDI),3
137,150000000,51.247321,665692281.0,6.7,1880.0,Kung Fu Panda 2,Animation,DreamWorks Animation,1
138,150000000,33.769336,318502923.0,4.7,1151.0,The Last Airbender,Action,Paramount Pictures,4
139,150000000,63.079003,397850012.0,6.5,2028.0,Mission: Impossible III,Adventure,Paramount Pictures,3
140,150000000,39.004588,205366737.0,6.4,1891.0,White House Down,Action,Columbia Pictures,4
141,150000000,12.362599,38992758.0,5.5,199.0,Mars Needs Moms,Adventure,Walt Disney Animation Studios,4
142,149000000,22.550135,64459316.0,6.0,874.0,Flushed Away,Adventure,Aardman Animations,1
143,150000000,48.03528,128388320.0,5.9,954.0,Pan,Adventure,Warner Bros.,1
144,145000000,38.73494,272912430.0,6.7,843.0,Mr. Peabody & Sherman,Animation,Pacific Data Images (PDI),1
145,175000000,66.803149,497409852.0,6.9,2759.0,Troy,Adventure,Plan B Entertainment,1
146,145000000,44.989192,746921274.0,6.4,1808.0,Madagascar 3: Europe's Most Wanted,Animation,DreamWorks Animation,3
147,140000000,54.159392,431971116.0,5.8,1092.0,Die Another Day,Adventure,Eon Productions,3
148,144000000,66.21806,229147509.0,5.3,2142.0,Ghostbusters,Action,Columbia Pictures,3
149,140000000,58.485967,553799566.0,6.4,2482.0,Armageddon,Action,Jerry Bruckheimer Films,1
150,140000000,91.332849,441818803.0,6.0,3114.0,Men in Black II,Action,Columbia Pictures,1
151,70000000,35.601665,195735876.0,5.5,841.0,Beowulf,Adventure,Paramount Pictures,3
152,145000000,56.747978,521170825.0,6.7,1603.0,Kung Fu Panda 3,Action,Twentieth Century Fox Film Corporation,1
153,145000000,77.77477,694713380.0,6.8,3972.0,Mission: Impossible - Ghost Protocol,Action,Paramount Pictures,3
154,145000000,61.788035,306941670.0,7.1,1922.0,Rise of the Guardians,Fantasy,DreamWorks Animation,1
155,100000000,25.159168,202026112.0,5.9,627.0,Fun with Dick and Jane,Comedy,Imagine Entertainment,1
156,140000000,52.341226,456758981.0,7.3,1895.0,The Last Samurai,Drama,Cruise/Wagner Productions,4
157,140000000,101.599427,268031828.0,5.6,1921.0,Exodus: Gods and Kings,Adventure,Scott Free Productions,1
158,150000000,73.616808,385680446.0,7.4,4518.0,Star Trek,Science Fiction,Paramount Pictures,1
159,139000000,82.502566,821708551.0,6.8,5265.0,Spider-Man,Fantasy,Columbia Pictures,1
160,145000000,100.21391,609123048.0,7.6,3106.0,How to Train Your Dragon 2,Fantasy,DreamWorks Animation,1
161,140000000,56.257249,150680864.0,5.3,1277.0,Gods of Egypt,Fantasy,Summit Entertainment,3
162,135000000,17.88953,76932943.0,4.9,331.0,Stealth,Action,Laura Ziskin Productions,1
163,130000000,64.798873,185258983.0,7.0,2811.0,Watchmen,Action,Paramount Pictures,1
164,140000000,24.855701,285444603.0,6.3,767.0,Lethal Weapon 4,Action,Silver Pictures,4
165,137000000,34.981698,245360480.0,5.3,1533.0,Hulk,Drama,Universal Pictures,3
166,130000000,59.325589,371876278.0,5.4,3025.0,G.I. Joe: Retaliation,Adventure,Paramount Pictures,3
167,130000000,21.605568,119269486.0,5.7,434.0,Sahara,Action,Paramount Pictures,3
168,137000000,26.074908,85131830.0,5.9,433.0,Final Fantasy: The Spirits Within,Adventure,Columbia Pictures,4
169,140000000,74.506246,370569774.0,6.6,7047.0,Captain America: The First Avenger,Action,Marvel Studios,3
170,135000000,39.604363,361832400.0,6.0,862.0,The World Is Not Enough,Adventure,Eon Productions,3
171,150000000,36.973031,212011111.0,6.9,790.0,Master and Commander: The Far Side of the World,Adventure,Universal Pictures,3
172,120000000,99.687084,829000000.0,6.1,2553.0,The Twilight Saga: Breaking Dawn - Part 2,Adventure,Summit Entertainment,3
173,130000000,17.7735,150406466.0,5.8,373.0,Happy Feet Two,Animation,Village Roadshow Pictures,3
174,150000000,62.898336,163712074.0,6.1,3021.0,The Incredible Hulk,Science Fiction,Universal Pictures,3
175,140000000,44.19092,183345589.0,6.0,1000.0,The BFG,Adventure,Walt Disney Pictures,4
176,135000000,100.635882,532950503.0,7.3,6396.0,The Revenant,Western,Regency Enterprises,4
177,135000000,44.765377,282570682.0,6.1,1074.0,Turbo,Animation,DreamWorks Animation,4
178,135000000,29.91353,245724603.0,6.6,2051.0,Rango,Animation,Paramount Pictures,1
179,132000000,84.366984,373552094.0,6.5,1346.0,Penguins of Madagascar,Family,DreamWorks Animation,3
180,70000000,45.381501,442824138.0,7.3,2888.0,The Bourne Ultimatum,Action,Universal Pictures,1
181,130000000,84.689648,631744560.0,6.9,3145.0,Kung Fu Panda,Adventure,DreamWorks Animation,3
182,130000000,120.09361,519311965.0,7.0,5880.0,Ant-Man,Science Fiction,Marvel Studios,3
183,130000000,76.310119,847423452.0,7.4,6495.0,The Hunger Games: Catching Fire,Adventure,Lionsgate,3
184,135000000,63.473086,368871007.0,6.8,1519.0,Home,Fantasy,Twentieth Century Fox Film Corporation,3
185,132000000,48.572726,591739379.0,6.2,2322.0,War of the Worlds,Adventure,Paramount Pictures,4
186,130000000,38.068736,273339556.0,6.3,1564.0,Bad Boys II,Adventure,Columbia Pictures Corporation,3
187,130000000,20.678787,554987477.0,6.4,451.0,Puss in Boots,Action,DreamWorks,3
188,110000000,48.829437,293329073.0,6.2,2093.0,Salt,Action,Columbia Pictures,1
189,125000000,46.115758,362637473.0,5.6,2350.0,Noah,Drama,Paramount Pictures,4
190,130000000,89.938296,371940071.0,6.7,2061.0,The Adventures of Tintin,Adventure,Paramount Pictures,1
191,130000000,79.679601,789804554.0,7.7,5877.0,Harry Potter and the Prisoner of Azkaban,Adventure,1492 Pictures,2
192,130000000,28.840997,49554002.0,6.3,694.0,Australia,Drama,Bazmark Films,1
193,130000000,42.840582,243843127.0,5.0,2532.0,After Earth,Science Fiction,Columbia Pictures,3
194,127500000,26.548594,354248063.0,6.2,542.0,Dinosaur,Animation,Walt Disney Pictures,1
195,127000000,115.597753,349424282.0,6.1,1851.0,Night at the Museum: Secret of the Tomb,Adventure,Twentieth Century Fox Film Corporation,3
196,130000000,68.757242,321887208.0,6.7,1918.0,Megamind,Animation,DreamWorks Animation,1
197,125000000,109.984351,976475550.0,7.5,7006.0,Harry Potter and the Philosopher's Stone,Adventure,1492 Pictures,1
198,130000000,39.448066,61648500.0,5.4,1260.0,R.I.P.D.,Fantasy,Universal Pictures,1
199,140000000,271.972889,655011224.0,7.5,6985.0,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,Walt Disney Pictures,1
200,125000000,206.227151,752100229.0,6.6,5584.0,The Hunger Games: Mockingjay - Part 1,Science Fiction,Lionsgate,3
201,125000000,45.313197,767820459.0,6.5,2704.0,The Da Vinci Code,Thriller,Columbia Pictures,1
202,103000000,42.40024,500188435.0,6.3,978.0,Rio 2,Animation,Blue Sky Studios,3
203,110000000,2.871739,407711549.0,6.8,3506.0,X2,Adventure,Twentieth Century Fox Film Corporation,1
204,125000000,7.255718,626137675.0,7.1,2438.0,Fast Five,Action,Universal Pictures,3
205,125000000,81.499621,334615000.0,7.0,3886.0,Sherlock Holmes: A Game of Shadows,Adventure,Village Roadshow Pictures,1
206,125000000,47.686442,232713139.0,5.6,2233.0,Clash of the Titans,Adventure,The Zanuck Company,2
207,65000000,43.129703,261317921.0,7.1,1710.0,Total Recall,Action,TriStar Pictures,1
208,160000000,27.220157,61698899.0,6.4,510.0,The 13th Warrior,Adventure,Touchstone Pictures,1
209,130000000,90.33681,276572938.0,6.0,2651.0,The Bourne Legacy,Action,Universal Pictures,1
210,125000000,50.073575,238207122.0,4.2,1418.0,Batman & Robin,Action,PolyGram Filmed Entertainment,3
211,123000000,45.419668,345141403.0,6.2,1386.0,How the Grinch Stole Christmas,Family,Imagine Entertainment,4
212,125000000,41.380094,544272402.0,6.2,2392.0,The Day After Tomorrow,Action,Lions Gate Films,1
213,125000000,54.931334,546388105.0,5.9,1928.0,Mission: Impossible II,Adventure,Paramount Pictures,4
214,120000000,25.752118,325756637.0,6.2,597.0,The Perfect Storm,Drama,Warner Bros.,3
215,130000000,60.810723,289047763.0,5.4,2589.0,Fantastic 4: Rise of the Silver Surfer,Adventure,Ingenious Film Partners,4
216,120000000,51.328145,609016565.0,7.2,5797.0,Life of Pi,Adventure,Ingenious Film Partners,4
217,110000000,46.834704,228738393.0,5.2,1712.0,Ghost Rider,Thriller,Columbia Pictures Corporation,3
218,120000000,62.641286,415484914.0,5.9,2341.0,Jason Bourne,Action,The Kennedy/Marshall Company,3
219,120000000,33.616115,259175788.0,5.2,914.0,Charlie's Angels: Full Throttle,Action,Columbia Pictures,2
220,130000000,68.889395,403170142.0,6.3,5080.0,Prometheus,Science Fiction,Twentieth Century Fox Film Corporation,4
221,120000000,27.990284,169956806.0,5.4,613.0,Stuart Little 2,Family,Columbia Pictures,3
222,115000000,67.33767,286140700.0,6.4,3439.0,Elysium,Science Fiction,TriStar Pictures,3
223,105000000,27.835436,115772733.0,6.3,1570.0,The Chronicles of Riddick,Action,One Race Films,2
224,120000000,66.757869,242688965.0,5.7,2342.0,RoboCop,Action,Columbia Pictures,3
225,120000000,17.060695,93945766.0,5.7,354.0,Speed Racer,Action,Village Roadshow Pictures,3
226,120000000,11.137655,48668907.0,4.9,223.0,How Do You Know,Comedy,Columbia Pictures,1
227,117000000,44.906918,261930431.0,5.9,1547.0,Knight and Day,Action,Tree Line Films,3
228,120000000,67.698004,286168572.0,6.4,4800.0,Oblivion,Action,Universal Pictures,4
229,113000000,44.108427,850000000.0,7.1,4116.0,Star Wars: Episode III - Revenge of the Sith,Science Fiction,Lucasfilm,3
230,120000000,43.987061,649398328.0,6.4,3992.0,Star Wars: Episode II - Attack of the Clones,Adventure,Lucasfilm,4
231,115000000,106.815545,562816256.0,7.5,5996.0,"Monsters, Inc.",Animation,Walt Disney Pictures,4
232,120000000,15.953444,415440673.0,6.3,4053.0,The Wolverine,Action,Twentieth Century Fox Film Corporation,3
233,115000000,54.035265,924317558.0,6.3,4432.0,Star Wars: Episode I - The Phantom Menace,Adventure,Lucasfilm,3
234,135000000,64.183321,585178928.0,6.8,2399.0,The Croods,Adventure,DreamWorks Animation,1
235,97250400,20.344364,132900000.0,5.0,471.0,Asterix at the Olympic Games,Fantasy,Constantin Film,4
236,115000000,18.714197,77628265.0,5.8,341.0,Windtalkers,Drama,Lion Rock Productions,1
237,115000000,60.467984,164602163.0,6.0,1523.0,The Huntsman: Winter's War,Action,Universal Pictures,1
238,125000000,143.350376,477200000.0,5.8,2636.0,Teenage Mutant Ninja Turtles,Science Fiction,Paramount Pictures,1
239,105000000,110.153618,716392705.0,7.3,5751.0,Gravity,Science Fiction,Warner Bros.,4
240,116000000,16.90444,178127760.0,5.7,428.0,Dante's Peak,Action,Universal Pictures,4
241,135000000,39.873791,245623848.0,5.8,963.0,Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy,Paramount Pictures,1
242,120000000,38.126095,167977596.0,4.4,2278.0,Fantastic Four,Action,Twentieth Century Fox Film Corporation,1
243,110000000,48.780039,574480841.0,6.3,2862.0,Night at the Museum,Action,Ingenious Film Partners,1
244,110000000,100.412364,470490832.0,6.0,2968.0,San Andreas,Action,New Line Cinema,1
245,110000000,42.887121,333011068.0,6.0,925.0,Tomorrow Never Dies,Adventure,Eon Productions,1
246,110000000,23.657284,215294342.0,6.8,1099.0,The Patriot,Drama,Centropolis Entertainment,4
247,110000000,76.840712,362744280.0,6.4,2124.0,Ocean's Twelve,Thriller,Village Roadshow Pictures,2
248,110000000,44.635452,478207520.0,6.5,2965.0,Mr. & Mrs. Smith,Action,Weed Road Pictures,2
249,110000000,103.718387,295238201.0,6.2,3829.0,Insurgent,Adventure,Summit Entertainment,1
250,116000000,45.616098,102000000.0,7.0,1489.0,The Aviator,Drama,Miramax Films,1
251,112000000,22.845143,237382724.0,4.9,621.0,Gulliver's Travels,Comedy,Twentieth Century Fox Film Corporation,3
252,120000000,31.703608,227817248.0,5.5,1251.0,The Green Hornet,Action,Original Film,3
253,110000000,71.510596,337580051.0,6.1,2397.0,300: Rise of an Empire,Action,Legendary Pictures,4
254,110000000,36.65422,563749323.0,5.5,1179.0,The Smurfs,Animation,Columbia Pictures,2
255,110000000,19.625972,103951461.0,5.7,389.0,Home on the Range,Animation,Walt Disney Pictures,0
256,110000000,86.105615,179246868.0,5.9,1998.0,Allegiant,Adventure,Summit Entertainment,2
257,110000000,37.195046,299268508.0,6.6,2692.0,Real Steel,Action,DreamWorks SKG,1
258,105000000,32.473628,347434178.0,5.5,695.0,The Smurfs 2,Fantasy,Columbia Pictures,1
259,160000000,23.336875,164508066.0,4.1,434.0,Speed 2: Cruise Control,Action,Twentieth Century Fox Film Corporation,4
260,110000000,45.94834,125537191.0,6.6,2303.0,Ender's Game,Science Fiction,Summit Entertainment,1
261,110000000,48.93337,383531464.0,6.4,2089.0,Live Free or Die Hard,Action,Ingenious Film Partners,1
262,93000000,138.049577,871368364.0,8.0,8705.0,The Lord of the Rings: The Fellowship of the Ring,Adventure,WingNut Films,3
263,110000000,22.643776,72178895.0,5.7,672.0,Around the World in 80 Days,Action,Studio Babelsberg,2
264,107000000,18.866672,87713825.0,6.7,447.0,Ali,Drama,Columbia Pictures Corporation,1
265,0,18.251129,0.0,4.9,366.0,The Cat in the Hat,Comedy,Imagine Entertainment,3
266,120000000,95.914473,347234916.0,6.7,3793.0,"I, Robot",Action,Twentieth Century Fox Film Corporation,0
