,PC0,PC1,PC2,PC3,PC4,Cluster,title
19,0.7614133523102147,-0.14523562260193296,0.17078651134099973,0.2993396376292523,-0.051137465358877254,1,The Hobbit: The Battle of the Five Armies
20,0.34791092789971656,-0.35286887542467427,0.1707011650395993,0.443562560777522,0.12112681169852876,1,The Amazing Spider-Man
21,0.9227648333572407,-0.04870851599008286,-0.04321506463186572,0.014071241491359188,-0.2597148538413677,1,Robin Hood
22,0.4890194485633621,-0.3430540447139915,-0.24501257886953393,0.3934536397114413,0.08374768019697085,1,The Hobbit: The Desolation of Smaug
23,0.3051280764156602,-0.04105304401630977,0.5018933130697641,0.374864830844329,0.03149291435124002,1,The Golden Compass
24,0.8453188702949412,-0.12296332326827591,-0.3028300331735468,0.1270395602484623,-0.17240448050574547,1,King Kong
25,0.8632915149822207,-0.27517888790239786,-0.31824804262583867,0.07769944293634135,-0.2751328917074808,1,Titanic
26,0.1236233912822502,-0.22514633121322156,0.16082122811625646,0.16962561864229098,0.03894432628104133,4,Captain America: Civil War
27,0.4025617871543574,-0.3500041998048598,-0.19389883204154304,0.1856490591844192,-0.05366763328466384,1,Battleship
28,-0.04600937166476782,-0.20457711878176474,-0.06622594143876231,0.33777198618107596,-0.22569714326208545,3,Jurassic World
29,-0.154379169039775,-0.37994829257844626,0.012450722426087142,0.18347374497595598,-0.4186049120607682,3,Skyfall
30,0.21511699320142308,-0.14985213870729006,0.5295902527298497,0.4421733654281276,-0.05362147207755796,4,Spider-Man 2
31,0.09514480760697264,-0.06133660579557365,-0.13258263563329808,-0.4074759971845284,0.11464486076183092,1,Iron Man 3
32,0.2954635281805572,0.12533307325968424,0.3324490068366934,0.2767399248999899,-0.25453394010374353,1,Alice in Wonderland
33,-0.3658878954928104,-0.34466449432926366,-0.123220309511662,0.3678553323940984,-0.22807351202013404,3,X-Men: The Last Stand
34,0.21004669683763855,-0.2806405778890784,0.1172106936193191,0.31969529931913454,0.0603798712984259,1,Monsters University
35,0.4064882774922127,-0.10092966921357222,-0.2949211445035542,0.16063393066569365,-0.07772785603923937,1,Transformers: Revenge of the Fallen
36,0.8275857320053741,-0.23738529663703362,-0.255921861523726,0.12052553844820041,0.03450788543476219,1,Transformers: Age of Extinction
37,0.24616465403200416,-0.32270425097643296,0.3006693354506421,0.4857452516662051,0.19028470179466261,1,Oz: The Great and Powerful
38,0.5207585450045831,-0.2809029012995993,-0.23330536190125567,0.06577864984069132,-0.009602904486809838,1,The Amazing Spider-Man 2
39,0.8616807887870424,-0.02316602046512012,0.14902152810461652,0.12510032078973377,-0.11921309427471255,1,TRON: Legacy
40,0.433493282336308,-0.19671289880979875,0.26498937879106177,0.4489995287357761,0.2382551336754845,1,Cars 2
41,0.4717139997964759,-0.1572868006538934,-0.247223415933303,0.3661497177102423,0.1443415776704876,1,Green Lantern
42,0.4826841922097562,0.09383428253628512,0.25769659810204065,-0.08956034513031433,-0.2969343500574384,1,Toy Story 3
43,0.17393251330260096,-0.3751063190955546,-0.11695862623775255,0.08835185462191947,-0.180961831856861,3,Terminator Salvation
44,0.39524142454446,-0.23545818829365878,-0.2127957973038439,0.19704919276829302,-0.07212981717972927,1,Furious 7
45,0.40180358869992205,-0.1392609367857842,0.057994049260222794,0.2309955524006082,0.022228974638389243,1,World War Z
46,0.6185763587408113,-0.2771179466273696,-0.22756312463186357,0.09491094293471869,-0.05062686914054987,1,X-Men: Days of Future Past
47,-0.326836575113419,0.015178707076519082,0.13949486355055188,-0.5525648905291967,0.05106782620767936,4,Star Trek Into Darkness
48,0.6422862045710114,-0.19213960677000838,-0.15645194816381108,0.06631940770985056,-0.1973423125515218,1,Jack the Giant Slayer
49,0.005725282845725266,-0.2743143352055422,-0.2822647749092862,0.2893033069769141,-0.12430641550308053,3,The Great Gatsby
50,-0.39243660990327606,0.02624534141186391,0.17377075899302522,-0.42880302877915566,0.2616419587101221,4,Prince of Persia: The Sands of Time
51,0.6987232083796395,-0.07902047986225746,-0.3388408536152953,0.24621814398634723,-0.06020811922258301,1,Pacific Rim
52,0.08082695578419963,-0.3417497434470999,-0.1791495023040059,-0.04119049724515761,-0.055813512040609026,3,Transformers: Dark of the Moon
53,0.11024403964161722,-0.4572193386139821,-0.047590098469717346,0.34043730785882353,0.03760737499808198,3,Indiana Jones and the Kingdom of the Crystal Skull
54,-0.3122424693530566,0.2318393803701143,0.6583927732176224,-0.31512566104017653,0.020865694244903754,4,The Good Dinosaur
55,-0.010884719883432648,-0.3144564668219138,0.2704530564744375,0.4469984078554352,-0.0002968101091239128,4,Brave
56,0.9308677757471222,-0.1197891348646527,-0.28382790238799777,-0.0612612802894702,-0.26335204089140796,1,Star Trek Beyond
57,0.10607564280828385,-0.11477796994831907,-0.09523635913726525,0.3040911077705821,-0.12147223933205054,3,WALL·E
58,0.8302432107328463,-0.08190647211730295,-0.13738258418964722,-0.11482960733305508,-0.2629933719132379,1,Rush Hour 3
59,0.18452112883720417,-0.25618867311661614,0.2735909102323758,0.3791651313666583,0.039534079334869965,1,2012
60,0.45378924845906554,-0.30689971533016996,-0.21340274874053702,0.05305886746031441,-0.024811521034280637,1,A Christmas Carol
61,0.4064688325536723,-0.21996391806949284,-0.3103219327408657,-0.26998941859605635,-0.6708022921734343,1,Jupiter Ascending
62,0.5520308212062057,-0.12699589195842492,0.21678356732567866,0.2780783604782301,0.05401405091784495,1,The Legend of Tarzan
63,0.6907889088912329,-0.29021080610843225,-0.2072162882185898,0.2306357440478849,0.23704987477058392,1,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
64,0.25130654182639645,-0.23788135215903655,0.2566070658189949,0.3899400369067365,0.1062732275328025,1,X-Men: Apocalypse
65,0.6095781171683501,-0.30729356044871003,-0.0695888133786348,0.2315343271371716,0.19028403384406845,1,The Dark Knight
66,0.7954369219074915,0.04111846919308376,0.004126611575256352,0.057789665986953676,-0.1199405354607897,1,Up
67,0.938841014916673,0.09679588058174304,0.35055314747024624,0.16942241725709473,-0.07351347593256646,1,Monsters vs Aliens
68,0.8866661577162618,-0.12624887376321114,-0.2962045447588385,0.0629347443973452,0.09933322557363036,1,Iron Man
69,0.7274102140125727,0.18015800033650897,0.41430418609672465,0.22945984634404892,-0.16524661669411667,1,Hugo
70,0.3854226406536698,-0.06766998628774185,0.0009131629185476151,0.2860911345442163,0.08298165944513256,1,Wild Wild West
71,0.35629764507541006,-0.24268638547601173,0.2699317505518631,0.3626173566010428,0.12722056204720897,1,The Mummy: Tomb of the Dragon Emperor
72,0.05257301822155325,0.024495349487256568,0.5390794014280179,0.4115379105556548,-0.1865116129021388,4,Suicide Squad
73,-0.2725751116977578,-0.1427395368350503,-0.141629536362247,-0.581698116536157,0.06010221587711667,3,Evan Almighty
74,0.22992222402443274,-0.26874428104362297,-0.20805500158573056,0.16118258816151132,0.07514133142521573,1,Edge of Tomorrow
75,0.15849840590074615,-0.2008728690525268,-0.26517017695195316,0.3312202520806946,0.23689118423514813,3,Waterworld
76,0.25304946621626057,-0.2656968095751096,0.28434962491806237,0.5035008900876813,0.2799906146624381,1,G.I. Joe: The Rise of Cobra
77,0.5252730147245748,0.12633067291061195,0.2820153584065443,0.08429595811057361,-0.27423417553986773,1,Inside Out
78,0.3822000785155093,-0.22406582933394598,0.24367154050657758,0.32971052974498194,0.06155922686544529,1,The Jungle Book
79,0.15874037659212248,-0.44189777513243955,-0.09852979378341384,0.29264522909166923,0.09497940284929077,3,Iron Man 2
80,0.13835731532503326,-0.2662050333564204,0.09301730501734484,0.1723044005653559,-0.10874108059493676,3,Snow White and the Huntsman
81,-0.5665082973120472,0.4172817950588136,0.4143184410590862,-0.31936897668510933,0.0978994920037071,4,Maleficent
82,0.08040204465223266,-0.32117554525324454,0.029070196609512433,0.11307882837069266,-0.07389552439335578,3,Dawn of the Planet of the Apes
83,0.2834605400641571,-0.2194950201520104,-0.0172031251999687,0.2087045292757322,-0.06692512563598296,1,The Lovers
84,-0.2633884094657998,-0.5400934857985414,-0.11641988399862925,0.13613453841144585,-0.3065910507526156,3,47 Ronin
85,0.449324499639175,-0.3073486726348261,-0.2103472720746608,0.06144790923360305,-0.011332864501980455,1,Captain America: The Winter Soldier
86,0.13766487944486183,-0.11501617638644546,-0.0006236516756764413,0.16204185555545525,-0.2573675129835752,3,Shrek Forever After
87,-0.148134883535461,-0.2646329892179446,0.22275472507553856,0.18063324049777452,-0.43201371210986517,4,Tomorrowland
88,0.35105064766105554,-0.12389225366885287,-0.3257938052276837,0.23363146207671281,-0.2317807771178091,1,Big Hero 6
89,0.5669515591635248,0.2525060095582643,-0.028501400166413456,0.022562499947647308,-0.3511768733146524,2,Wreck-It Ralph
90,-0.5963011753406705,0.3941184230617977,0.499221466111487,-0.1948255376673714,0.09149973735427153,4,The Polar Express
91,-0.28002782665018777,0.12775883459400084,-0.2620365256293289,-0.41132018997518877,0.22278347208147561,0,Independence Day: Resurgence
92,0.5104229596228851,-0.1694042356684434,-0.3214056889502752,0.06217695997235101,-0.17607873317456663,1,How to Train Your Dragon
93,-0.08475131963087135,-0.25184013082300427,0.09998331095740584,0.08128914441107593,-0.26349800025248005,3,Terminator 3: Rise of the Machines
94,0.2401184134043457,-0.41680462356094927,-0.1453085287779058,0.2649370543640107,0.16379748681982922,1,Guardians of the Galaxy
95,-0.04844817493909226,-0.214382549475474,-0.10113134253473903,0.47523068987115136,0.1158720136262473,3,Interstellar
96,-0.09116642861975188,-0.15313650259592707,-0.1415351036520901,0.31673083847036154,-0.12668793637051995,3,Inception
97,-0.23392898549632724,-0.18094107893287725,-0.00656209371869354,0.3901738464244965,-0.12516760025207402,3,Shin Godzilla
98,-0.19764626578415612,-0.487810776000366,-0.14040091316072012,0.10971495573753376,-0.2201243919114797,3,The Hobbit: An Unexpected Journey
99,-0.21770486048094023,-0.07684614012932445,-0.045625084094611704,0.23713688690028945,-0.30195380221327683,3,The Fast and the Furious
100,-0.10326266533628248,-0.3258059952023226,-0.20444540353912746,0.38311524104807027,-0.12978509769852636,3,The Curious Case of Benjamin Button
101,0.7522409283017961,-0.13677702308228823,-0.25044869017942273,0.11307544257299179,-0.26446933058545596,1,X-Men: First Class
102,-0.1564281915390875,-0.3025244492672764,0.14446350838979502,0.20946998415078488,-0.2383359511027069,3,The Hunger Games: Mockingjay - Part 2
103,0.21769312681083253,-0.12765869006951042,-0.29236866787620974,0.27874214794069874,-0.13207958587311108,3,The Sorcerer's Apprentice
104,-0.44024530913450455,0.5466820160019414,0.5692737324097452,-0.234281153893646,0.06893003744468928,4,Poseidon
105,-0.4089103197647936,-0.16311388911127364,0.028699802012826972,0.3828111899755652,-0.2569564665578833,3,Alice Through the Looking Glass
106,-0.6652446256666807,0.1513791038000083,0.18801185002628368,-0.09852178208127457,0.14429314126341578,0,Shrek the Third
107,0.6083903438594767,0.06558044459268353,0.47676128711513033,0.3068328192287446,0.095213826545333,1,Warcraft
108,0.2748786605381096,-0.2948216396112226,0.24523938711555482,0.3806378786581712,0.03698951685999052,1,Terminator Genisys
109,0.286030643874595,0.096846870444877,-0.3200064893860315,-0.041223265596316755,-0.13064696191393432,1,The Chronicles of Narnia: The Voyage of the Dawn Treader
110,-0.15494629703843332,-0.3230197437815065,0.029938017058872876,0.11845032798604882,-0.30512830715181916,3,Pearl Harbor
111,-0.3178639487973749,-0.5811763056272666,-0.12342999113814505,0.26512777410787103,-0.07161808323705088,3,Transformers
112,0.738118816869006,-0.18083777705419127,-0.17756252850365264,0.08683440766219763,-0.0482752719015242,1,Alexander
113,0.22367112189963612,-0.014639285742529873,0.15481038484724888,-0.12052324782752444,-0.08004958325980938,1,Harry Potter and the Order of the Phoenix
114,-0.13181903771102244,0.1201492776276043,0.45645919149591585,0.5619912538295224,-0.17114436801722216,4,Harry Potter and the Goblet of Fire
115,-0.2565368971494785,-0.5410580671115155,-0.14365762185915834,0.09276517171018511,-0.25814913061590783,3,Hancock
116,-0.1852376068392637,-0.04625870734963672,0.26171794205953125,-0.014829817294262804,0.12140173783803498,4,I Am Legend
117,0.305378123886061,-0.3317533785354412,-0.16837415312760307,0.37622949599998334,0.3923568469634013,1,Charlie and the Chocolate Factory
118,0.16288115600617992,-0.14760192828771102,0.2508631790310524,0.20870484132635286,-0.024452456657835075,4,Ratatouille
119,0.20296926304566665,-0.23250626955143328,0.13247766808014536,0.2004678123459247,0.16806130190851715,1,Batman Begins
120,-0.08649083330034035,0.09798131602742938,0.10580179529802847,0.24786374819963874,0.0538987251268945,4,Madagascar: Escape 2 Africa
121,0.3618184982839754,-0.07480405666736556,0.027573400745842636,0.06056771971038366,-0.04736518706260123,1,Night at the Museum: Battle of the Smithsonian
122,0.18472601286685986,-0.33266469151798894,-0.17000295637826018,-0.03887967300324341,-0.09637924628905442,3,X-Men Origins: Wolverine
123,0.15587551323228066,-0.10294003269532498,-0.35474816458338043,0.20601725777323027,-0.08812600243735214,3,The Matrix Revolutions
124,-0.1158453724077474,0.027378517761734278,0.08537780690450367,0.3546746142009518,-0.22023364503739407,4,Frozen
125,0.5005930851499301,-0.21255139644756882,-0.05840278276646094,0.03594226883550555,-0.07592550658057384,1,The Matrix Reloaded
126,-0.04439770989566727,-0.1215021806829567,-0.3320812733832389,0.20005839928035268,-0.12112299030615847,3,Thor: The Dark World
127,0.06923827612676203,-0.24851738403727328,-0.18786150899215684,0.08563654901332418,0.2037294310132316,3,Mad Max: Fury Road
128,-0.2975514620719263,-0.08502802585711489,-0.01733972438543598,0.15988021031929422,-0.3114675691961626,3,Angels & Demons
129,0.633136614802271,0.021189401718556655,-0.2842255491173266,0.35348465771803217,0.20027236211729885,1,Thor
130,0.04569394973224905,0.2255313815352158,0.4552126874488916,0.10167324842259695,-0.12477988297469517,4,Bolt
131,-0.11018447981741963,-0.3050375601162784,-0.005904415909757418,0.07139019186129625,-0.20049115902000292,3,G-Force
132,-0.1890315697288324,-0.5287511060206467,-0.10878536077357075,0.16590576491072684,-0.05955122534977875,3,Wrath of the Titans
133,-0.27561925348117544,-0.2550441131543144,-0.2515181687727198,0.1374559246097849,-0.21023319017131759,3,Dark Shadows
134,-0.5050515506027115,0.09198112382763418,-0.2765613673712827,-0.3352287562692933,0.17322143775537954,0,Mission: Impossible - Rogue Nation
135,-0.39270836829188743,-0.5252981975681659,-0.07928956026313463,0.20596241579602187,-0.16910541394118267,3,The Wolfman
136,-0.22878598768698027,-0.3033818099846079,-0.154865943796333,-0.16315077292432617,-0.06136904448775665,3,Bee Movie
137,0.6158697784206206,-0.24473217653089707,-0.2852690908328068,-0.11955634984612601,-0.3670173587685339,1,Kung Fu Panda 2
138,0.1132506376759903,-0.06195224876711253,0.5055675940531117,0.2638339402587443,-0.10054547910638706,4,The Last Airbender
139,-0.18609404244988342,-0.02723884400081128,-0.14607989036283314,0.19055959895126195,-0.3202174902389845,3,Mission: Impossible III
140,0.14486154368305793,-0.06455561152637374,0.4338956120737397,0.26107611344226733,-0.06751878001777839,4,White House Down
141,0.014643718429719454,-0.22219378429300088,0.2548031792208125,0.15039671277853978,-0.19903401020522699,4,Mars Needs Moms
142,0.16652378249269006,-0.14499970229385623,0.11710069491305919,0.05243329999459506,-0.13876888816113014,1,Flushed Away
143,0.2762580645349343,-0.1823705914617696,0.283001132278205,0.2544137892674301,0.13315306817498476,1,Pan
144,0.22243888220604568,-0.2182150955722205,0.2639033669296509,0.38210450151793585,0.22227527530928715,1,Mr. Peabody & Sherman
145,0.3214949002761871,-0.12572822452933968,0.03399958958999949,0.0025432052511924486,-0.18018850883338033,1,Troy
146,-0.16307183253293034,-0.24411901920789852,0.11175834477043678,0.08393079914381568,-0.1720843842245255,3,Madagascar 3: Europe's Most Wanted
147,-0.2364006499177,-0.3755389099439424,-0.2799312075280599,0.4919513146158421,-0.1390177438365816,3,Die Another Day
148,-0.1792135145718151,-0.09099841195696085,-0.2456680410633591,0.2294938648026481,-0.06830984513224703,3,Ghostbusters
149,0.3327537615605263,-0.2068829051970842,-0.3018682977225368,0.1529155157050957,-0.11071493458707743,1,Armageddon
150,0.6573350438932695,-0.09845656735214325,0.050829198047429636,0.09520876616082946,0.14116276633193495,1,Men in Black II
151,-0.05157511780895119,-0.32239578742908204,0.09796760402890739,0.11674179073373986,-0.2240622608133932,3,Beowulf
152,0.627502455409416,-0.03415141411875039,-0.32339687765423925,0.12191026924468135,-0.005745258291738331,1,Kung Fu Panda 3
153,0.1327237630088034,-0.06067663988004057,-0.3377995050528688,0.2207160381107932,-0.00221753106860062,3,Mission: Impossible - Ghost Protocol
154,0.16075930417954054,-0.2535958926438421,0.05577333180964025,0.12276772117321105,0.02950055526001011,1,Rise of the Guardians
155,0.8828061376649541,-0.21485661278474627,-0.27064214219852356,-0.017777956400014006,0.034909971115837546,1,Fun with Dick and Jane
156,-0.4376660752090546,-0.1360780694922507,0.011977049393767085,-0.4961687787191626,0.1408267414933539,4,The Last Samurai
157,0.5759721086947289,-0.013595950716183969,0.01382347684784866,0.04585928076252427,0.06677456416828917,1,Exodus: Gods and Kings
158,0.7719383032317773,0.0600408319278371,0.2308540363520351,0.007111991696829467,-0.1995915568344262,1,Star Trek
159,0.272854937228988,-0.20096747612576044,-0.15720412581451318,-0.07894836660645788,-0.13594996801563497,1,Spider-Man
160,0.236342930542069,-0.21208589091072333,0.07775738877783434,0.17875140909755122,0.04826637554394303,1,How to Train Your Dragon 2
161,0.13078768175871325,-0.22668572521213917,0.09315745478238757,0.171149155121883,0.026451065607501212,3,Gods of Egypt
162,0.6755070170418691,-0.1152074819657466,-0.21895956100527733,-0.16298317281630817,-0.16337855240917276,1,Stealth
163,0.24325781078146946,-0.1616183081629305,-0.17277648146874017,0.09271053930979839,0.05778262829129471,1,Watchmen
164,-0.07444066190969045,-0.23329817927851645,0.2614367128052881,0.20612247231506559,-0.10508157483130393,4,Lethal Weapon 4
165,-0.1262221014836873,-0.39242655094745843,-0.16647495085955327,0.14723770458254137,-0.021163449440200155,3,Hulk
166,-0.037344463333193856,-0.04197213922442822,-0.32570929269331933,0.12399093898409985,-0.1308094534089509,3,G.I. Joe: Retaliation
167,-0.22240471542076562,-0.3718823030248843,-0.19372990392001066,0.12941600990461594,-0.11936691769448632,3,Sahara
168,0.03432087132362971,-0.16924641882880787,0.2293670097885563,0.1313725086435234,-0.22596336194151312,4,Final Fantasy: The Spirits Within
169,-0.22042534600612568,-0.10173568923125409,-0.0056811734344612425,0.18934992044646387,-0.18596832830055932,3,Captain America: The First Avenger
170,0.05196805450360853,-0.007848205413656217,-0.3885079154735885,0.06677185350128645,-0.18686043553879428,3,The World Is Not Enough
171,-0.4246545923008869,-0.3142259299450982,-0.2665529322373806,0.30279025206163646,-0.09355348782646755,3,Master and Commander: The Far Side of the World
172,-0.2540164030012798,-0.3044197368494521,0.17716541886715825,0.12251430061357932,-0.19838618328149876,3,The Twilight Saga: Breaking Dawn - Part 2
173,-0.3244082393355263,-0.13170918804325848,-0.27130639075031143,0.22945941995174668,-0.21471713126245062,3,Happy Feet Two
174,-0.4055034008211931,-0.09016905589090035,-0.1459880122568299,0.26785748462924086,-0.14258724932060196,3,The Incredible Hulk
175,0.17919750712782523,0.041922303985417575,0.3837398249953978,0.00981551573760192,-0.5333496553325113,4,The BFG
176,0.04294958548822825,-0.010781832591947427,0.532316081445603,0.16357936505592463,-0.26763707272320236,4,The Revenant
177,-0.2995691053482588,0.1348689252782902,0.3301878861558213,0.4562917547972296,-0.20400673495880317,4,Turbo
178,0.6730182569881942,0.033007728812915915,-0.33949042925959355,-0.3193795037421071,-0.13463531010533109,1,Rango
179,-0.050166306219621815,-0.24674930927452268,-0.30842190924299245,0.20896778578417585,-0.11615293470998422,3,Penguins of Madagascar
180,0.37429423321326283,-0.19912555754530087,0.1590041243719512,0.252199861700782,0.23912047793178692,1,The Bourne Ultimatum
181,0.07033659848448848,-0.32091195830854446,-0.1603851226796571,-0.04645748527158211,-0.0909997183470565,3,Kung Fu Panda
182,-0.24009607867574911,-0.44679482901335493,-0.10599395423048497,0.0036597037138896282,-0.03836048846484619,3,Ant-Man
183,-0.12307467158023722,-0.002729170592848107,-0.30153361284612396,0.1098729933040491,-0.1948804271648868,3,The Hunger Games: Catching Fire
184,-0.20153285826228284,-0.38836163040062727,-0.0908298203338897,0.044598321999982204,-0.1343005094978693,3,Home
185,0.06785875399923458,-0.0266520423648291,0.2277212626505602,-0.10909955730422813,0.023163428805642927,4,War of the Worlds
186,0.12184371585601372,-0.0427072904668499,-0.047980869064261494,0.18138053068651916,-0.33403048054376416,3,Bad Boys II
187,0.13113433220754134,-0.37489965840319195,-0.18291973829132993,-0.01897393750017723,-0.2603924019073264,3,Puss in Boots
188,0.4061033898557318,-0.16463597454520884,-0.27589646524837397,-0.0374071986913751,-0.11509124301401502,1,Salt
189,0.03307392969393341,-0.19963547233484658,0.26189951685539675,0.1780690113053095,-0.0665115262268477,4,Noah
190,0.5013681052107417,-0.2273638143021053,-0.27141061398623667,-0.06885897542688027,-0.15795447022023418,1,The Adventures of Tintin
191,0.4194569858009396,0.3081763613578423,0.245680776382442,0.4641712496118313,0.20475344912024937,2,Harry Potter and the Prisoner of Azkaban
192,0.38310535393503775,0.08066136339836277,0.5519543320110929,0.2877883797214774,0.15689974300312493,1,Australia
193,-0.2523571915693805,-0.4977207800028667,-0.11255770210042466,0.05790906588633804,-0.10816279075963536,3,After Earth
194,0.9382277847871241,-0.06950970504458298,-0.33362694620204003,-0.07590542137283657,0.009448401496518155,1,Dinosaur
195,0.10151427974262095,-0.21905494901588535,0.05360337401768485,0.09271622302563781,-0.13902427032919085,3,Night at the Museum: Secret of the Tomb
196,0.19994179286785363,-0.3765303286670788,-0.0015881155058874719,0.22383214430343157,0.29905853720041936,1,Megamind
197,0.42554114754199746,-0.04433938662226644,0.21381230882189572,0.004813052382028449,-0.07821472300238608,1,Harry Potter and the Philosopher's Stone
198,0.9718231647211957,0.07557517957853799,0.1285322870907558,-0.019699927403225015,-0.013619349538890768,1,R.I.P.D.
199,0.7883882442745906,0.021649151174673975,-0.005798384450514525,-0.15375894873662913,-0.10487337696118926,1,Pirates of the Caribbean: The Curse of the Black Pearl
200,0.1396161534833067,-0.3246315251610768,-0.14815126750012256,0.08598019410624663,0.1446741571884657,3,The Hunger Games: Mockingjay - Part 1
201,0.19803126772649726,-0.28364500825277983,-0.15605217433695623,0.023288133032858482,0.2658394526518177,1,The Da Vinci Code
202,-0.046830524814460484,-0.35246895000958517,-0.02195634003921088,0.035106658675725266,-0.0332963403321595,3,Rio 2
203,0.2991111350137844,-0.20292344459171935,0.10042586291923256,0.1535907799672811,0.17257541367130197,1,X2
204,-0.14931792273193256,-0.22341612818293616,0.10107150330801107,-0.0972389341412217,-0.3169493882723886,3,Fast Five
205,0.8018587673865429,0.045013130467205176,0.13919413418427154,-0.003694450141509209,-0.058884267448538585,1,Sherlock Holmes: A Game of Shadows
206,0.5403423484761505,0.511187214397923,0.2852168226062456,0.22164737090424724,-0.09712879442001154,2,Clash of the Titans
207,0.3069728660047987,-0.11959777745124484,0.23426355888403838,0.1082041282342398,-0.001152719950690051,1,Total Recall
208,0.6549727541620243,-0.13531884630366386,-0.2944457787984187,-0.06031260595850621,-0.028691010998889155,1,The 13th Warrior
209,0.6235630603235314,-0.07998229597978423,-0.08292782592006132,-0.0845927270116486,-0.17454770788388002,1,The Bourne Legacy
210,-0.3822863619303421,0.005795819516043077,-0.20165750646290215,-0.34550333123210164,0.2533063918956804,3,Batman & Robin
211,-0.3357951840222756,-0.19906984508269226,0.278362662305593,0.06610036273151698,-0.24042797435212304,4,How the Grinch Stole Christmas
212,0.3573758734937693,-0.1228976598870184,-0.2622318076779915,-0.3295838436612406,-0.15443307303356424,1,The Day After Tomorrow
213,0.04141441495724674,0.003444932667153622,0.5141378928538083,0.16169420115125044,-0.08966096486143216,4,Mission: Impossible II
214,-0.3655463829300123,-0.0914129102219825,-0.33843617855842223,0.12102372786842963,-0.20957932926291445,3,The Perfect Storm
215,0.06531929823659266,-0.045087701666695124,0.12247646576427967,0.0642249660246641,-0.1746157832102287,4,Fantastic 4: Rise of the Silver Surfer
216,-0.1673018558108743,-0.2589385473071966,0.14853131183382476,0.023342657572558045,-0.1035196846964726,4,Life of Pi
217,-0.250761570050101,-0.3193081152427335,-0.2117108083583042,0.05341605518061371,-0.1617588342845267,3,Ghost Rider
218,-0.44738746222682463,-0.5188398893696561,-0.09606776653427782,0.08339586674379851,-0.10452179823338281,3,Jason Bourne
219,0.07605587335974628,0.32955928336301743,0.364150381998093,0.3159285988959668,-0.2681547352445709,2,Charlie's Angels: Full Throttle
220,-0.1859910604834677,0.3770434262074901,0.30888654517024067,0.14265344685484782,-0.171694607496843,4,Prometheus
221,-0.025610074555249884,-0.2901267507807082,-0.19075702544203693,-0.13575861232928477,-0.009344876686091852,3,Stuart Little 2
222,-0.211682865969617,-0.36584017771520333,0.17493885881851096,0.19515217478488095,0.0661075267077102,3,Elysium
223,0.5454624660301117,0.41175298740024757,0.3079557843306956,-0.06441157703801867,-0.149761088236107,2,The Chronicles of Riddick
224,-0.07951609103953217,-0.05162429066033969,-0.15554734723298366,0.08768497974191286,-0.1831269197116115,3,RoboCop
225,-0.26100600652289474,-0.004737936869976367,-0.02637013128107869,0.11928845578683483,-0.17345959010740386,3,Speed Racer
